"PRODUCT NAME","CODE EA","RATTANA UNIT EA","CODE PA","RATTANA UNIT PA","CODE BP","RATTANA UNIT BP","CODE CS","RATTANA UNIT CS","UNIT EA","UNIT PA","UNIT BP","UNIT CS","QTY EA","QTY PA","QTY BP","QTY CS","CS PALLET","CS LAYER","NUMBER OF LAYERS","PRICE CC00 EA","PRICE CC00 PA","PRICE CC00 BP","PRICE CC00 CS","PRICE CC01 EA","PRICE CC01 PA","PRICE CC01 BP","PRICE CC01 CS","PRICE CC02 EA","PRICE CC02 PA","PRICE CC02 BP","PRICE CC02 CS","PRICE CC03 EA","PRICE CC03 PA","PRICE CC03 BP","PRICE CC03 CS","PRICE S00 EA","PRICE S00 PA","PRICE S00 BP","PRICE S00 CS","PRICE S01 EA","PRICE S01 PA","PRICE S01 BP","PRICE S01 CS","PRICE S02 EA","PRICE S02 PA","PRICE S02 BP","PRICE S02 CS","PRICE S03 EA","PRICE S03 PA","PRICE S03 BP","PRICE S03 CS","CAT BU","CAT TYPE","CAT GROUP","CAT BRAND","CAT SIZE","CAT VENDOR","VENDOR CODE","VENDOR NAME","SKU LIFE (DAYS)","UNIT VALUE","DESCRIPTION","FIRST STOCK DATE","SHORT NAME","STOCK W1","STOCK W2","STOCK W3","STOCK W4","STOCK C4","STOCK E1","STOCK EW2","STOCK EW3","STOCK EW4","STOCK V1","STOCK V2","STOCK V3","STOCK V4","STOCK SM","STOCK SD","STOCK HW1","STOCK HW4","STOCK PROMO1","AVERAGE 60D_W1","AVERAGE 60D_W2","AVERAGE 60D_W3","AVERAGE 60D_W4","AVERAGE 60D_C4","RANK W1","RANK W2","RANK W3","RANK W4","RANK C4","IB W1","IB W2","IB W3","IB W4","IB C4","SKU_USAGE","SKU_LEAD_TIME","OR W1","OR REF W1","OR_CS.EA W1","OR W2","OR REF W2","OR_CS.EA W2","OR W3","OR REF W3","OR_CS.EA W3","OR W4","OR REF W4","OR_CS.EA W4","OR C4","OR REF C4","OR_CS.EA C4","SELL 7D W1","SELL 7D W2","SELL 7D W3","SELL 7D W4","SELL 7D C4","AGENT","GOODS_WEIGHT","VAT STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน จุกนมซิลิโคนกากบาทแพ็คคู่ 6เดือน+","","","","","","","8858740522564","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","49","","","","50","","","","51","","","","51","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","5.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 45.18","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน จุกนมซิลิโคนเด็ก 12เดือนขึ้นไป","","","","","","","8858740524483","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","","","","","","","","","","","","","51","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","6.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 45.18","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน จุกนมไซส์L","","","","","","","8858740521147","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","","","","","","","","","","","","","56","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","2.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 47.84","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน จุกนมไซส์M","","","","","","","8858740521130","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","","","","","","","","","","","","","56","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","6.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 47.84","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน จุกนมไซส์S","","","","","","","8858740521123","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","","","","","","","","","","","","","56","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","5.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 47.84","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน จุกนมฐานกว้างStop n"" Flow 0-3เดือน","","","","","","","8858740523196","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","71","","","","71","","","","73","","","","73","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","3.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/10 VOLUME 4.0 FREE 0.0 VALUE 65.16","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน จุกนมฐานกว้างStop n"" Flow 3-6เดือน","","","","","","","8858740523202","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","71","","","","71","","","","73","","","","73","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","4.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 4.0 FREE 0.0 VALUE 65.16","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน จุกนมฐานกว้างStop n"" Flow 6เดือน+","","","","","","","8858740523219","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","71","","","","71","","","","73","","","","73","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","1.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/10 VOLUME 4.0 FREE 0.0 VALUE 65.16","","7","","","","","","","","","","","","","","","","0","0","0","0","1","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน จุกนมเติมสันกันแฟบ 3-6เดือน","","","","","","","8858740513722","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","28","","","","29","","","","29","","","","29","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","2.0","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 25.76","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน จุกนมเติมสันกันแฟบ 6เดือน+","","","","","","","8858740513739","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","28","","","","29","","","","29","","","","29","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","3.0","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 25.76","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน จุกนมเติมสันกันแฟบใช้กับน้ำผลไม้","","","","","","","8858740513746","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","28","","","","29","","","","29","","","","29","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","6.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 25.76","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน จุกนมสมาร์ทเติมน้ำ","","","","","","","8858740513715","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","28","","","","29","","","","29","","","","29","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","5.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 25.76","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน จุกนมสมาร์ทนุ่มพิเศษ 0เดือน+","","","","","","","8858740503068","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","32","","","","33","","","","33","","","","33","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","6.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 29.44","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน จุกนมสมาร์ทนุ่มพิเศษ 3เดือน+","","","","","","","8858740503075","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","32","","","","33","","","","33","","","","33","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","6.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 29.44","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน จุกนมสมาร์ทนุ่มพิเศษ 6เดือน+","","","","","","","8858740503082","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","32","","","","33","","","","33","","","","33","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","4.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 29.44","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน จุกนมหลายรู","","","","","","","8858740519144","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","75","","","","76","","","","77","","","","78","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","4.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 4.0 FREE 0.0 VALUE 69.00","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน จุกแบนดูดเล่นอารมณ์ดี","","","","","","","8858740501828","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","24","","","","24","","","","24","","","","25","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","6.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 23.92","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ช้อนซิลิโคนเดี่ยว","","","","","","","8858740521291","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","45","","","","45","","","","47","","","","48","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","5.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 43.24","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ชุดกรรไกรตัดเล็บ","","","","","","","8858740521321","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","42","","","","43","","","","45","","","","46","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","3.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 41.40","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ชุดกิ๊ฟเซทเสื้อผ้า 5ชิ้น","","","","","","","8858740512510","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","185","","","","189","","","","196","","","","199","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","2.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 3.0 FREE 0.0 VALUE 182.97","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ชุดชามบดอาหาร","","","","","","","8858740515290","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","69","","","","70","","","","73","","","","75","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","2.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/10 VOLUME 4.0 FREE 0.0 VALUE 68.08","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ชุดทานผลไม้2IN1","","","","","","","8858740522618","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","64","","","","65","","","","68","","","","70","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","3.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 63.48","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ชุดโทเรลายป้ายปักหน้าสกรีน","","","","","","","8858740521437","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","50","","","","52","","","","53","","","","54","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","12.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 12.0 FREE 0.0 VALUE 47.58","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ชุดปั๊มนมเก็บน้ำนม","","","","","","","8858740509824","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","258","","","","261","","","","266","","","","268","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","3.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 3.0 FREE 0.0 VALUE 239.18","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ชุดเสื้อโพ้งริมผูกหลัง+กางเกง","","","","","","","8858740502344","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","55","","","","53","","","","54","","","","56","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","11.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/10 VOLUME 12.0 FREE 0.0 VALUE 50.49","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ชุดหมวก+มือ+เท้าพิมพ์ลาย","","","","","","","8858740509947","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","56","","","","56","","","","57","","","","59","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","11.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/10 VOLUME 12.0 FREE 0.0 VALUE 53.41","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ถ้วยเสริมทักษะการดูด","","","","","","","8858740514903","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","63","","","","63","","","","66","","","","68","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","6.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 61.64","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ถ้วยเสริมทักษะการดูดจากหลอด","","","","","","","8858740514804","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","","","","","","","","","53","","","","55","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","4.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","F","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 47.84","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"แอทตูน ถุงเก็บน้ำนม 20ถุง 4ออนซ์","","","","","","","8858740519717","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","41","","","","41","","","","43","","","","44","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์โภชนาการสำหรับเด็กและทารก","ผลิตภัณฑ์สำหรับเด็กและทารก","ATTOON","ไม่กำหนดขนาด","บริษัท เอเพ็ค บิซิเนส จำกัด","CR06900063","บจก. เอเพ็ค บิซิเนส","365","0","","2026/03/10","","","","","","6.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/03/10 VOLUME 6.0 FREE 0.0 VALUE 39.87","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
