"PRODUCT NAME","CODE EA","RATTANA UNIT EA","CODE PA","RATTANA UNIT PA","CODE BP","RATTANA UNIT BP","CODE CS","RATTANA UNIT CS","UNIT EA","UNIT PA","UNIT BP","UNIT CS","QTY EA","QTY PA","QTY BP","QTY CS","CS PALLET","CS LAYER","NUMBER OF LAYERS","PRICE CC00 EA","PRICE CC00 PA","PRICE CC00 BP","PRICE CC00 CS","PRICE CC01 EA","PRICE CC01 PA","PRICE CC01 BP","PRICE CC01 CS","PRICE CC02 EA","PRICE CC02 PA","PRICE CC02 BP","PRICE CC02 CS","PRICE CC03 EA","PRICE CC03 PA","PRICE CC03 BP","PRICE CC03 CS","PRICE S00 EA","PRICE S00 PA","PRICE S00 BP","PRICE S00 CS","PRICE S01 EA","PRICE S01 PA","PRICE S01 BP","PRICE S01 CS","PRICE S02 EA","PRICE S02 PA","PRICE S02 BP","PRICE S02 CS","PRICE S03 EA","PRICE S03 PA","PRICE S03 BP","PRICE S03 CS","CAT BU","CAT TYPE","CAT GROUP","CAT BRAND","CAT SIZE","CAT VENDOR","VENDOR CODE","VENDOR NAME","SKU LIFE (DAYS)","UNIT VALUE","DESCRIPTION","FIRST STOCK DATE","SHORT NAME","STOCK W1","STOCK W2","STOCK W3","STOCK W4","STOCK C4","STOCK E1","STOCK EW2","STOCK EW3","STOCK EW4","STOCK V1","STOCK V2","STOCK V3","STOCK V4","STOCK SM","STOCK SD","STOCK HW1","STOCK HW4","STOCK PROMO1","AVERAGE 60D_W1","AVERAGE 60D_W2","AVERAGE 60D_W3","AVERAGE 60D_W4","AVERAGE 60D_C4","RANK W1","RANK W2","RANK W3","RANK W4","RANK C4","IB W1","IB W2","IB W3","IB W4","IB C4","SKU_USAGE","SKU_LEAD_TIME","OR W1","OR REF W1","OR_CS.EA W1","OR W2","OR REF W2","OR_CS.EA W2","OR W3","OR REF W3","OR_CS.EA W3","OR W4","OR REF W4","OR_CS.EA W4","OR C4","OR REF C4","OR_CS.EA C4","SELL 7D W1","SELL 7D W2","SELL 7D W3","SELL 7D W4","SELL 7D C4","AGENT","GOODS_WEIGHT","VAT STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ผัก-กระเจี๊ยบเขียว","","","","","","","201225","CS","","","","กก.x1(CS)","","","","1","0","0","0","","","","","","","","","","","","","","","","45","","","","","","","","","","","","","","","","","Bplus FMCG","ผักสด","ผัก","SMD ","ไม่กำหนดขนาด","บจก.สมายมีท","0","เงินสด","365","0","","2026/06/28","","","","","","0.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/07/03 VOLUME 0.0 FREE 0.0 VALUE 62.95","","7","","","","","","","","","","","","","","","","0","0","0","0","0.36","","0","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ผัก-กวางตุ้ง","","","","","","","201224","CS","","","","กก.x1(CS)","","","","1","0","0","0","","","","","","","","","","","","","","","","57","","","","","","","","","","","","","","","","","Bplus FMCG","ผักสด","ผัก","SMD ","ไม่กำหนดขนาด","บจก.สมายมีท","0","เงินสด","365","0","","2026/06/28","","","","","","0.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/07/03 VOLUME 1.0 FREE 0.0 VALUE 59.96","","7","","","","","","","","","","","","","","","","0","0","0","0","0.715","","0","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ผัก-ชุดผัดขิง","","","","","","","22151007","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","","","","","","","","","","","","","23","","","","","","","","","","","","","","","","","Bplus FMCG","ผักสด","ผัก","SMD ","ไม่กำหนดขนาด","บจก.สมายมีท","0","เงินสด","365","0","","2026/06/30","","","","","","8.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/07/03 VOLUME 10.0 FREE 0.0 VALUE 10.00","","7","","","","","","","","","","","","","","","","0","0","0","0","7","","0","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ผัก-ถั่วลันเตาหวาน","","","","","","","22121035","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","Bplus FMCG","ผักสด","ผัก","SMD ","ไม่กำหนดขนาด","บจก.สมายมีท","0","เงินสด","365","0","","2026/06/30","","","","","","18.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/07/03 VOLUME 20.0 FREE 0.0 VALUE 8.00","","7","","","","","","","","","","","","","","","","0","0","0","0","7","","0","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ผัก-ผักสลัด","","","","","","","22163001","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","Bplus FMCG","ผักสด","ผัก","SMD ","ไม่กำหนดขนาด","บจก.สมายมีท","0","เงินสด","365","0","","2026/06/24","","","","","","34.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","New","","","","","2026/07/03 VOLUME 50.0 FREE 0.0 VALUE 10.00","","7","","","","","","","","","","","","","","","","0","0","0","0","26","","0","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ผัก-มะระจีน","","","","","","","201227","CS","","","","กก.x1(CS)","","","","1","0","0","0","","","","","","","","","","","","","","","","39","","","","","","","","","","","","","","","","","Bplus FMCG","ผักสด","ผัก","SMD ","ไม่กำหนดขนาด","บจก.สมายมีท","0","เงินสด","365","0","","2026/06/30","","","","","","0.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/07/03 VOLUME 0.1 FREE 0.0 VALUE 54.96","","7","","","","","","","","","","","","","","","","0","0","0","0","0.56","","0","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ผัก-หน่อไม้ฝรั่ง","","","","","","","22163100","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","Bplus FMCG","ผักสด","ผัก","SMD ","ไม่กำหนดขนาด","บจก.สมายมีท","0","เงินสด","365","0","","2026/06/30","","","","","","1.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/07/03 VOLUME 5.0 FREE 0.0 VALUE 19.99","","7","","","","","","","","","","","","","","","","0","0","0","0","4","","0","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ผัก-เห็ดออเรนจิ","","","","","","","22131004","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","Bplus FMCG","ผักสด","ผัก","SMD ","ไม่กำหนดขนาด","บจก.สมายมีท","0","เงินสด","365","0","","2026/06/30","","","","","","-2.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/07/03 VOLUME 5.0 FREE 0.0 VALUE 14.99","","7","","","","","","","","","","","","","","","","0","0","0","0","9","","0","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"สกินแล็บ ยาสีฟันเมาท์วอชอินฟิวซ์ 50ก.","8858842000687","EA","","","","","8858842000694","CS","ชิ้นx1(EA)","","","ลังx3(CS)","1","","","3","0","0","0","","","","189","","","","189","","","","189","69","","","189","","","","","","","","","","","","","","","","","Bplus FMCG","ยาสีฟัน","ผลิตภัณฑ์ดูแลช่องปาก","สกินแล็บ","ไม่กำหนดขนาด","บริษัท คาร์มาร์ท จำกัด (มหาชน)","0","เงินสด","365","0","","2026/04/26","","","","","","2.1","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/05/27 VOLUME 4.0 FREE 0.0 VALUE 148.81","https://drive.google.com/uc?export=download&id=1b-_IEG9M8rHCh1idwJ-aDGJJwepmhGeI","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"สไมล์ไจแอ้นท์ กิมจิ 200ก.","8858934563335","EA","","","","","8858934563342","CS","ชิ้นx1(EA)","","","ลังx12(CS)","1","","","12","0","0","0","42","","","537","43","","","538","44","","","539","45","","","540","42","","","537","43","","","538","44","","","539","45","","","540","Bplus FMCG","อาหารแช่แข็ง","แช่แข็ง","สไมล์ไจแอ้นท์ ","ไม่กำหนดขนาด","บจก. แพนฟู้ด","0","เงินสด","365","0","","2026/04/11","","","","","","1.8","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","2026/04/11 VOLUME 0.0 FREE 1.0 VALUE 0.00","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"หมู-กระดูกรวม","","","","","","","202172","CS","","","","กก.x1(CS)","","","","1","0","0","0","","","","29","","","","29","","","","29","","","","30","","","","29","","","","29","","","","29","","","","","ไม่กำหนดประเภท","เนื้อสด","อาหารสด","ไม่กำหนดยี่ห้อ","ไม่กำหนดขนาด","ไม่มีสินค้าทดแทน","0","เงินสด","5","0","","2026/05/07","","","","","","0.0","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","","https://drive.google.com/uc?export=download&id=1vTqVjIHkTeqKi30kMivJni95WWq5uGep","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"หมู-ไหล่ติดหนัง","","","","","","","202173","CS","","","","กก.x1(CS)","","","","1","0","0","0","","","","109","","","","109","","","","109","","","","110","","","","109","","","","109","","","","109","","","","","ไม่กำหนดประเภท","เนื้อสด","อาหารสด","ไม่กำหนดยี่ห้อ","ไม่กำหนดขนาด","ไม่มีสินค้าทดแทน","0","เงินสด","5","0","","2026/05/07","","","","","","0.0","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","F","","","","","","https://drive.google.com/uc?export=download&id=14_1H5Hd7dhUDXmvs9DZHjitNk8IuDGKb","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ฮิมาดะ มอยเจอร์ไรเซอร์ เซนซิทิฟ 7ก.","8859510308005","EA","","","","","8859510308012","CS","ชิ้นx1(EA)","","","ลังx6(CS)","1","","","6","0","0","0","","","","","","","","","","","","","39","","","","","","","","","","","","","","","","","","","","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับใบหน้า","ผลิตภัณฑ์ดูแลผิวหน้า","ฮิมาดะ","ไม่กำหนดขนาด","บจก. บี แอนด์ บี สกินแคร์","0","เงินสด","365","0","","2026/04/29","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","https://drive.google.com/uc?export=download&id=1e4sfkONxBzcqVuxnh9jQwMcQVblwDr-3","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"รวงแก้ว เส้นเล็ก 1กก.","","","","","","","202201","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","","","","","","","","","","","","","35","","","","","","","","","","","","","","","","","Bplus FMCG","วัตถุดิบทำอาหาร","วัตถุดิบทำอาหาร","SMD ","รวงแก้ว 1กก.","บจก.สมายมีท","0","เงินสด","365","0","","2026/06/19","","","","","","2.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","New","","","","","2026/07/03 VOLUME 6.0 FREE 0.0 VALUE 0.00","","7","","","","","","","","","","","","","","","","0","0","0","0","2","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"รวงแก้ว แผ่นเกี๊ยว 500ก.","","","","","","","202203","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","","","","","","","","","","","","","42","","","","","","","","","","","","","","","","","Bplus FMCG","วัตถุดิบทำอาหาร","วัตถุดิบทำอาหาร","SMD ","รวงแก้ว 500ก.","บจก.สมายมีท","0","เงินสด","365","0","","2026/06/19","","","","","","3.0","","","","","","","","","","","","","","0","0","0","0","0.1","","","","","New","","","","","2026/07/03 VOLUME 8.0 FREE 0.0 VALUE 0.00","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"รวงแก้ว เส้บบะหมี่ไข่ 500ก.","","","","","","","202202","CS","","","","ชิ้นx1(CS)","","","","1","0","0","0","","","","","","","","","","","","","","","","42","","","","","","","","","","","","","","","","","Bplus FMCG","วัตถุดิบทำอาหาร","วัตถุดิบทำอาหาร","SMD ","รวงแก้ว 500ก.","บจก.สมายมีท","0","เงินสด","365","0","","2026/06/19","","","","","","8.0","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","2026/07/03 VOLUME 8.0 FREE 0.0 VALUE 0.00","","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"รัชชา วิตซี แอดวานซ์ พรี-เซรั่ม&ไวท์เทนนิ่งครีม 8ก.","8859510302942","EA","","","","","8859510303116","CS","ชิ้นx1(EA)","","","ลังx6(CS)","1","","","6","0","0","0","52","","","280","53","","","290","54","","","300","55","","","310","52","","","280","53","","","290","54","","","300","55","","","310","Bplus FMCG","ผลิตภัณฑ์ที่ใช้กับใบหน้า","ผลิตภัณฑ์ดูแลผิวหน้า","รัชชา VC","รัชชา 8ก.","บจก. บี แอนด์ บี สกินแคร์","0","เงินสด","365","0","","2026/04/29","","","","","","0.0","","","","","","","","","","","","","","0","0","0","0","0.3","","","","","F","","","","","2026/05/15 VOLUME 3.0 FREE 0.0 VALUE 251.45","https://drive.google.com/uc?export=download&id=1Gb-475woMpBgbdLInU6FCh2plj69YIwt","7","","","","","","","","","","2026/07/07","ORT6907/079","3.0","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ราณี ปลากระป๋อง 155ก.","8859358801171","EA","8859358811111","PA","","","8859358811165","CS","ชิ้นx1(EA)","แพ็คx10(PA)","","ลังx50(CS)","1","10","","50","0","0","0","14","137","","660","14","138","","660","14","139","","670","15","140","","680","14","137","","660","14","138","","670","14","139","","680","15","140","","680","Bplus FMCG","อาหารสำเร็จรูป","อาหารสำเร็จรูป","ราณี","ราณี 155","บริษัท สยาม เอเชีย กรุ๊ป จำกัด","0","เงินสด","365","1","","2024/07/29","","0.0","","","0.30","0.10","","","","","","","","","","","","","0.0","0","0","0","0","0","","","","","","","","","2026/04/16 VOLUME 0.10 FREE 0.0 VALUE 750.00","2026/04/07 VOLUME 0.20 FREE 0.0 VALUE 750.00","https://drive.google.com/uc?export=download&id=1K8hfLRAIp49uOjsIFDlcXutFIX20gDGE","0","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"อิมพีเรียล คุกกี้เดนมาร์ก 200ก.","8850332251128","EA","","","","","28850332251122","CS","ชิ้นx1(EA)","","","ลังx12(CS)","1","","","12","0","0","0","84","","","978","85","","","980","86","","","982","87","","","984","84","","","978","85","","","980","86","","","982","87","","","984","Bplus FMCG","วัตถุดิบทำอาหาร","วัตถุดิบทำอาหาร","อิมพีเรียล","อิมพีเรียล 900ก.","บมจ. เคซีจี คอร์ปอเรชั่น","0","เงินสด","365","0","","2026/05/16","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","https://drive.google.com/uc?export=download&id=1UrlCbxDeeLK-NfvQcajJ1alI8URPVw9c","7","","","","","","","","","","","","","","","","0","0","0","0","0","","0","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ลูกท้อคู่ ตังไฉ่ กระปุก 300ก.","8850885990031","EA","","","","","18858645100048","CS","ชิ้นx1(EA)","","","ลังx12(CS)","1","","","12","160","16","10","27","","","315","27","","","315","28","","","320","28","","","325","27","","","315","27","","","315","28","","","320","28","","","325","Bplus FMCG","วัตถุดิบทำอาหาร","วัตถุดิบทำอาหาร","ลูกท้อ","ตังไฉ่ตราลูกท้อ","ไทยถาวรพาณิชย์","CR06600040","ไทยถาวรพาณิชย์","365","1","ตังไฉ่เป็นผักดองแบบจีนที่นิยมใส่ในก๋วยเตี๋ยว ข้าวต้มเครื่องและยำแบบจีน ทำจากผักกาดขาวหรือผักหางหงส์สับให้เป็นชิ้นเล็ก ผึ่งในที่ร่ม แล้วเคล้ากับเกลือและกระเทียม ตากแดดพอหมาด เก็บใส่กระปุกไว้ราว 1 เดือน","2024/07/29","","9.5","","","0.3","1.0","","","","","","","","","","","","","0.0","1.7","0","0","0","0","F","","","F","","2026/06/13 VOLUME 10.0 FREE 0.0 VALUE 285.00","","","2025/04/25 VOLUME 15.0 FREE 0.0 VALUE 280.00","2026/03/01 VOLUME 1.0 FREE 0.0 VALUE 0.00","https://drive.google.com/uc?export=download&id=1yaxj6Ax-8RHz70mgXFovsUBe1S6BBSET","7","","","","","","","","","","","","","","","","3","0","0","0","0","ยี่ปั๊ว","4.6","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
